# Pixel barrel survey data
# ########################
#
# Important: Your code should ignore all lines with a hash sign (#) in the first column
#
# This file contains the raw results from the photographic survey carried out
# at Paul Scherrer Institut prior to the insertion of the pixel barrel. Each
# line is the result of one image covering two neighbouring modules along a
# ladder. Given are the coordinates in the frame of the photo in pixels for
# the four fiducial marks (1) to (4). These coordinates were obtained using a
# pattern recognition software at PSI configured to search for the crosshair
# marks on the sensor surface. The precision of these marks on the sensor are
# better than 0.1um (controlled by the etching process). The error is
# therefore dominated by the photograph. The lens used was a Canon macro lens
# showing no measureable distortion (tested with a grid images). The scale of
# the images may vary as the distance was difficult to control.
#
#   -------------++--------------
#           (3) +||+ (2)  
#                ||
#    left module || right module
#                ||
#                ||
#           (4) +||+ (1)     
#   -------------++--------------
#
# The distance between two marks on one sensor (eg. (1) and (2)) is exactly
# 1.82000cm
# 
# The fields contain the following data (all units in image pixels):
#
# rawID1 : ID of the first (left) module in the image
# v_1_1  : v coordinate of (3)
# u_1_1  : u coordinate of (3)
# v_2_1  : v coordinate of (4)
# u_2_1  : u coordinate of (4)
# rawID2 : ID of the second (right) module in the image
# v_1_2  : v coordinate of (2)
# u_1_2  : u coordinate of (2)
# v_2_2  : v coordinate of (1)
# u_2_2  : u coordinate of (1)
# sigma_v: gaussian error of measurement of the v coordinate
# sigma_u: gaussian error of measurement of the u coordinate
#
# Some coordinates have negative values. This is the case when some parts of
# the support structure were obstructing the view and the camera was turned
# upside down to catch the image.
#
# The error has been estimated with a linear fit along a whole ladder. By
# adjusting the chi^2 of the fit the error was determined to be 1.5um. Using
# an average scaling factor of the images of 1154 px/cm the given error of
# 0.175 is obtained. This is well within expectations. 1/sqrt(12)=0.3 and the
# pattern recognition software fits the crosshairs, leading to better
# precision than just 1/sqrt(12).
#
# For further questions contact
# Hans-Christian Kästli: hans-christian.kaestli@psi.ch
# Frank Meier          : frank.meier@psi.ch
#
#
# rawID1    v_1_1     u_1_1     v_2_1     u_2_1     rawID2      v_1_2     u_1_2     v_2_2     u_2_2     sigma_v   sigma_u
# -------   -------   -------   -------   -------   ---------   -------   -------   -------   -------   -------   -------
302122764   1446.35   3088.18   1442.79    996.26   302122768   1561.11   3082.76   1561.04    990.34     0.175     0.175 
302122768   1441.91   3085.92   1440.32   1000.73   302122772   1568.10   3102.74   1554.47   1017.91     0.175     0.175 
302122772   1273.84   3043.89   1260.58    954.99   302122776   1392.56   3048.33   1390.74    958.99     0.175     0.175 
302122776   1400.72   3058.63   1399.50    968.52   302122780   1509.33   3052.46   1502.59    962.08     0.175     0.175 
302122780   1413.59   3051.51   1407.30    961.55   302122784   1504.53   3038.15   1507.88    947.91     0.175     0.175 
302122500   1459.32   2926.89   1457.49    817.12   302122504   1571.81   2897.22   1571.98    787.98     0.175     0.175 
302122504   1477.59   2910.77   1478.83    801.33   302122508   1603.85   2908.46   1601.22    798.33     0.175     0.175 
302122508   1459.63   2916.12   1457.34    806.15   302122512   1560.47   2897.26   1557.28    787.77     0.175     0.175 
302122512   1454.43   2893.49   1452.17    782.72   302122516   1591.69   2893.36   1587.20    782.26     0.175     0.175 
302122516   1291.59   2887.82   1287.58    775.37   302122520   1407.68   2886.54   1406.57    773.68     0.175     0.175 
302122520   1403.61   2891.94   1401.61    779.88   302122524   1524.02   2868.87   1524.10    756.26     0.175     0.175 
302122524   1396.49   2890.55   1396.50    761.90   302122528   1494.56   2885.77   1497.86    756.73     0.175     0.175 
302122244   1474.17   3111.55   1466.19   1017.64   302122248   1579.36   3116.90   1572.10   1022.20     0.175     0.175 
302122248   1461.67   3096.98   1452.81   1000.76   302122252   1576.87   3098.72   1566.31   1002.64     0.175     0.175 
302122252   1466.20   3104.28   1460.78   1008.69   302122256   1568.96   3108.94   1566.41   1013.36     0.175     0.175 
302122256   1485.23   3094.91   1481.58   1000.67   302122260   1630.70   3094.09   1623.26    999.65     0.175     0.175 
302122260   1283.07   3044.71   1274.81    953.35   302122264   1388.31   3052.48   1383.94    960.97     0.175     0.175 
302122264   1399.24   3043.98   1393.86    949.19   302122268   1513.90   3050.87   1505.59    956.41     0.175     0.175 
302122268   1416.87   3045.64   1408.49    951.64   302122272   1535.15   3054.31   1528.51    960.32     0.175     0.175 
302121988   1458.47   2936.96   1454.36    813.97   302121992   1566.36   2935.87   1558.75    812.84     0.175     0.175 
302121992   1472.46   2911.16   1466.39    788.00   302121996   1580.72   2894.73   1575.87    771.70     0.175     0.175 
302121996   1440.17   2907.22   1434.72    782.27   302122000   1564.62   2887.91   1569.50    763.01     0.175     0.175 
302122000   1453.47   2912.44   1459.42    786.01   302122004   1596.97   2897.54   1589.15    770.84     0.175     0.175 
302122004   1292.59   2882.83   1284.71    754.30   302122008   1412.22   2882.11   1405.90    753.88     0.175     0.175 
302122008   1405.53   2868.84   1399.01    739.40   302122012   1507.43   2865.39   1503.10    735.69     0.175     0.175 
302122012   1377.96   2867.68   1373.14    739.80   302122016   1488.91   2872.67   1482.48    744.08     0.175     0.175 
302121732   1501.33   3089.31   1491.54    993.47   302121736   1601.42   3138.17   1582.56   1041.77     0.175     0.175 
302121736   1474.44   3057.18   1454.12    963.77   302121740   1593.88   3070.14   1587.06    977.06     0.175     0.175 
302121740   1462.40   3068.86   1460.35    975.06   302121744   1574.81   3071.30   1568.65    977.96     0.175     0.175 
302121744   1455.54   3055.50   1448.65    962.04   302121748   1583.15   3044.57   1578.40    951.16     0.175     0.175 
302121748   1281.54   3017.32   1276.67    925.44   302121752   1377.54   3032.30   1369.16    940.32     0.175     0.175 
302121752   1390.51   3017.79   1380.68    925.65   302121756   1501.39   3031.40   1493.31    939.18     0.175     0.175 
302121756   1399.68   3026.30   1392.22    934.27   302121760   1515.74   3021.33   1513.50    928.70     0.175     0.175 
302121476   1486.95   2913.40   1482.86    788.48   302121480   1598.02   2913.14   1592.08    788.25     0.175     0.175 
302121480   1505.21   2906.56   1499.07    780.74   302121484   1612.78   2910.31   1608.60    784.22     0.175     0.175 
302121484   1467.37   2915.02   1463.55    788.07   302121488   1602.26   2911.75   1589.79    784.62     0.175     0.175 
302121488   1494.47   2874.16   1482.98    748.82   302121492   1602.60   2882.15   1591.21    756.95     0.175     0.175 
302121492   1297.33   2854.46   1285.61    726.72   302121496   1411.27   2872.72   1404.08    745.28     0.175     0.175 
302121496   1397.09   2862.56   1389.74    732.28   302121500   1518.52   2877.07   1507.64    746.66     0.175     0.175 
302121500   1391.64   2850.60   1379.81    719.74   302121504   1494.51   2863.46   1490.05    732.73     0.175     0.175 
302121220   1485.63   3091.96   1483.92    995.25   302121224   1601.60   3086.84   1592.50    990.25     0.175     0.175 
302121224   1476.06   3038.18   1465.71    942.25   302121228   1592.73   3043.61   1584.42    948.06     0.175     0.175 
302121228   1464.85   3038.98   1460.66    944.62   302121232   1558.99   3027.62   1563.02    933.11     0.175     0.175 
302121232   1447.31   3036.73   1450.61    947.80   302121236   1569.08   2988.17   1573.41    900.02     0.175     0.175 
302121236   1270.74   3002.56   1276.05    909.59   302121240   1373.75   2986.77   1371.70    893.43     0.175     0.175 
302121240   1381.12   3001.02   1376.82    909.27   302121244   1498.82   2997.94   1493.48    906.31     0.175     0.175 
302121244   1396.35   2998.35   1392.08    905.57   302121248   1509.77   3007.50   1503.12    914.42     0.175     0.175 
302129156   1493.56   2917.26   1485.45    808.41   302129160   1603.16   2924.42   1594.00    816.09     0.175     0.175 
302129160   1505.83   2902.96   1497.58    794.91   302129164   1616.54   2906.41   1606.68    798.65     0.175     0.175 
302129164   1471.93   2892.29   1462.81    781.71   302129168   1588.69   2900.02   1579.94    789.64     0.175     0.175 
302129168   1485.31   2875.65   1478.12    765.79   302129172   1605.54   2890.39   1589.94    780.08     0.175     0.175 
302129172   1293.67   2848.50   1278.07    739.66   302129176   1401.79   2860.00   1397.35    750.77     0.175     0.175 
302129176   1395.84   2859.28   1390.87    748.65   302129180   1528.85   2862.61   1521.26    751.60     0.175     0.175 
302129180   1405.41   2848.62   1397.27    734.84   302129184   1497.37   2852.96   1493.24    739.04     0.175     0.175 
302128900   1486.81   3079.31   1480.25    985.29   302128904   1586.86   3097.98   1576.14   1003.97     0.175     0.175 
302128904   1461.83   3057.60   1449.63    963.91   302128908   1596.48   3064.46   1587.48    970.78     0.175     0.175 
302128908   1461.75   3053.44   1458.37    960.14   302128912   1571.70   3061.47   1566.38    968.05     0.175     0.175 
302128912   1456.49   3043.78   1450.45    951.95   302128916   1575.20   3060.29   1556.73    968.56     0.175     0.175 
302128916   1288.97   2981.09   1270.26    889.91   302128920   1392.70   3017.52   1389.06    926.52     0.175     0.175 
302128920   1390.68   3026.98   1386.02    934.64   302128924   1513.24   3023.63   1506.27    930.93     0.175     0.175 
302128924   1416.57   3016.99   1410.39    926.94   302128928   1515.10   3008.07   1514.30    917.09     0.175     0.175 
302128644   1471.48   2893.57   1461.67    787.60   302128648   1591.65   2886.33   1589.87    780.56     0.175     0.175 
302128648   1508.30   2890.80   1506.90    782.34   302128652   1621.85   2869.89   1624.10    761.12     0.175     0.175 
302128652   1472.59   2894.47   1474.94    787.44   302128656   1595.85   2867.07   1589.29    759.88     0.175     0.175 
302128656   1493.65   2852.74   1488.77    742.84   302128660   1597.31   2858.99   1590.00    749.11     0.175     0.175 
302128660   1266.61   2844.64   1259.74    736.26   302128664   1385.15   2845.02   1381.37    735.75     0.175     0.175 
302128664   1411.59   2841.94   1407.06    729.43   302128668   1527.21   2843.85   1521.69    731.55     0.175     0.175 
302128668   1382.19   2829.89   1378.28    709.83   302128672   1486.52   2814.58   1490.01    694.52     0.175     0.175 
302128388   1478.93   3095.22   1471.03    998.03   302128392   1596.02   3096.24   1588.43    999.07     0.175     0.175 
302128392   1471.76   3066.61   1463.02    972.72   302128396   1582.55   3063.51   1570.58    969.68     0.175     0.175 
302128396   1447.55   3040.18   1440.35    946.76   302128400   1570.35   3043.03   1570.41    949.88     0.175     0.175 
302128400   1451.58   3051.39   1451.27    956.66   302128404   1571.12   3056.69   1564.80    961.87     0.175     0.175 
302128404   1276.45   3031.10   1269.89    939.05   302128408   1387.06   3035.56   1384.56    944.63     0.175     0.175 
302128408   1392.48   3036.27   1390.11    945.92   302128412   1499.87   3030.89   1490.54    940.28     0.175     0.175 
302128412   1402.05   3026.36   1393.58    934.48   302128416   1518.57   3026.40   1515.75    934.67     0.175     0.175 
302128132   1479.68   2941.78   1476.59    835.95   302128136   1600.05   2929.18   1591.75    823.04     0.175     0.175 
302128136   1503.73   2896.39   1497.53    790.95   302128140   1609.12   2894.66   1606.22    789.77     0.175     0.175 
302128140   1468.36   2912.55   1464.74    804.24   302128144   1597.84   2897.62   1593.80    789.29     0.175     0.175 
302128144   1490.15   2894.34   1487.19    786.96   302128148   1596.72   2880.21   1594.96    773.01     0.175     0.175 
302128148   1293.60   2888.86   1292.36    778.84   302128152   1410.62   2860.33   1410.64    749.85     0.175     0.175 
302128152   1398.44   2869.32   1398.14    758.06   302128156   1518.00   2866.50   1507.85    755.37     0.175     0.175 
302128156   1395.65   2842.17   1385.42    730.49   302128160   1504.12   2857.56   1494.51    745.44     0.175     0.175 
302127876   1478.75   3083.60   1470.60    987.80   302127880   1613.52   3095.59   1603.79    999.94     0.175     0.175 
302127880   1493.18   3056.86   1482.15    961.78   302127884   1590.78   3077.16   1580.66    982.29     0.175     0.175 
302127884   1455.66   3063.04   1449.99    965.84   302127888   1560.18   3072.33   1556.08    975.78     0.175     0.175 
302127888   1437.44   3055.78   1432.25    960.42   302127892   1567.36   3051.87   1566.60    956.33     0.175     0.175 
302127892   1275.45   3040.10   1273.64    946.17   302127896   1379.40   3048.58   1373.90    954.53     0.175     0.175 
302127896   1386.60   3043.78   1380.19    954.79   302127900   1488.93   3034.99   1488.40    946.04     0.175     0.175 
302127900   1389.96   3058.26   1390.27    966.12   302127904   1519.36   3072.73   1512.51    980.75     0.175     0.175 
302127620   1487.60   2940.80   1486.33    834.81   302127624   1605.64   2924.37   1602.29    818.61     0.175     0.175 
302127624   1518.39   2925.29   1514.54    817.57   302127628   1641.11   2914.29   1635.19    807.23     0.175     0.175 
302127628   1490.54   2912.66   1485.46    805.16   302127632   1612.97   2898.45   1611.21    790.72     0.175     0.175 
302127632   1501.67   2901.51   1501.65    791.70   302127636   1609.55   2877.31   1609.69    767.71     0.175     0.175 
302127636   1299.45   2893.91   1300.02    783.07   302127640   1424.03   2885.78   1413.04    774.32     0.175     0.175 
302127640   1420.46   2858.84   1408.79    746.67   302127644   1524.86   2874.72   1513.28    763.13     0.175     0.175 
302127644   1401.33   2846.64   1390.14    733.74   302127648   1517.55   2852.39   1508.33    739.44     0.175     0.175 
302190084  -1464.15   -657.59  -1472.86  -2763.53   302190088  -1373.59   -646.93  -1377.44  -2753.60     0.175     0.175 
302190088  -1504.71   -637.88  -1509.11  -2742.68   302190092  -1384.22   -629.29  -1395.57  -2734.00     0.175     0.175 
302190092  -1434.73   -657.68  -1445.53  -2761.67   302190096  -1316.29   -649.95  -1321.46  -2754.60     0.175     0.175 
302190096  -1529.14   -656.08  -1533.20  -2760.65   302190100  -1398.66   -651.28  -1408.96  -2755.80     0.175     0.175 
302190100  -1522.99   -668.01  -1530.69  -2771.89   302190104  -1413.75   -653.82  -1418.42  -2757.97     0.175     0.175 
302190104  -1530.97   -664.35  -1539.76  -2768.43   302190108  -1416.58   -654.13  -1425.34  -2758.28     0.175     0.175 
302190108  -1549.60   -683.66  -1558.61  -2786.46   302190112  -1440.70   -676.13  -1452.35  -2778.18     0.175     0.175 
302190340   1430.43   2848.40   1427.78    711.95   302190344   1553.72   2838.81   1548.83    702.53     0.175     0.175 
302190344   1487.46   2826.43   1483.43    693.14   302190348   1600.44   2834.33   1596.07    701.19     0.175     0.175 
302190348   1191.11   2825.34   1187.15    694.21   302190352   1311.54   2840.07   1305.65    708.93     0.175     0.175 
302190352   1458.52   2823.38   1453.34    688.80   302190356   1577.23   2838.13   1576.28    703.36     0.175     0.175 
302190356   1273.68   2840.98   1272.78    706.22   302190360   1374.29   2822.05   1373.66    687.47     0.175     0.175 
302190360   1371.77   2823.19   1371.04    687.94   302190364   1493.55   2833.60   1491.39    698.05     0.175     0.175 
302190364   1356.95   2841.01   1354.64    705.32   302190368   1472.80   2836.50   1470.32    700.86     0.175     0.175 
302190596  -1501.56   -632.70  -1500.67  -2735.57   302190600  -1378.75   -632.60  -1386.85  -2735.04     0.175     0.175 
302190600  -1484.86   -639.12  -1493.77  -2740.82   302190604  -1369.67   -641.62  -1376.52  -2743.52     0.175     0.175 
302190604  -1375.56   -653.21  -1381.61  -2754.56   302190608  -1273.10   -650.52  -1281.55  -2751.58     0.175     0.175 
302190608  -1551.59   -670.13  -1558.61  -2771.41   302190612  -1427.55   -661.53  -1432.61  -2762.85     0.175     0.175 
302190612  -1557.81   -661.40  -1560.83  -2762.10   302190616  -1434.76   -669.20  -1437.86  -2769.66     0.175     0.175 
302190616  -1552.51   -671.86  -1558.96  -2772.26   302190620  -1436.49   -691.60  -1433.70  -2791.55     0.175     0.175 
302190620  -1571.63   -680.82  -1568.41  -2780.52   302190624  -1469.63   -695.88  -1471.20  -2795.92     0.175     0.175 
302190852   1362.69   2658.90   1356.69    501.59   302190856   1480.58   2666.43   1472.84    508.70     0.175     0.175 
302190856   1390.75   2661.54   1384.75    500.67   302190860   1507.83   2675.02   1504.34    514.31     0.175     0.175 
302190860   1351.11   2687.87   1347.56    505.52   302190864   1474.27   2683.97   1466.69    501.68     0.175     0.175 
302190864   1361.81   2667.62   1354.11    507.58   302190868   1463.97   2676.72   1454.20    516.59     0.175     0.175 
302190868   1154.54   2666.55   1144.66    505.68   302190872   1266.52   2694.38   1259.35    533.28     0.175     0.175 
302190872   1261.36   2679.87   1254.26    517.79   302190876   1395.01   2689.27   1389.03    527.11     0.175     0.175 
302190876   1263.48   2685.23   1256.11    523.59   302190880   1368.81   2683.47   1371.61    520.59     0.175     0.175 
302191108   1386.31   2945.52   1378.67    842.09   302191112   1503.76   2944.82   1500.65    841.64     0.175     0.175 
302191112   1370.72   2934.49   1367.53    833.27   302191116   1487.03   2926.82   1484.12    825.17     0.175     0.175 
302191116   1368.78   2937.38   1369.33    832.88   302191120   1478.12   2906.80   1483.30    802.08     0.175     0.175 
302191120   1356.56   2938.14   1359.23    836.07   302191124   1475.11   2940.96   1464.78    838.81     0.175     0.175 
302191124   1193.25   2911.88   1182.24    808.73   302191128   1319.84   2925.16   1313.91    821.38     0.175     0.175 
302191128   1326.52   2914.30   1319.66    811.49   302191132   1427.62   2923.03   1424.09    820.00     0.175     0.175 
302191132   1320.97   2939.00   1318.52    832.20   302191136   1430.77   2925.54   1421.98    818.38     0.175     0.175 
302191364   1337.70   2645.81   1330.18    486.30   302191368   1477.06   2639.47   1473.41    479.95     0.175     0.175 
302191368   1386.17   2648.72   1383.34    490.14   302191372   1498.61   2652.33   1493.25    494.15     0.175     0.175 
302191372   1347.69   2654.32   1342.57    494.36   302191376   1473.96   2672.04   1468.78    511.85     0.175     0.175 
302191376   1362.04   2671.69   1357.63    513.10   302191380   1461.45   2674.89   1454.83    516.14     0.175     0.175 
302191380   1179.58   2685.10   1172.04    522.53   302191384   1291.95   2677.20   1289.84    514.81     0.175     0.175 
302191384   1263.06   2675.73   1261.73    517.21   302191388   1400.64   2674.06   1393.41    516.04     0.175     0.175 
302191388   1275.52   2675.00   1266.51    515.21   302191392   1391.78   2699.03   1384.82    539.01     0.175     0.175 
302191620   1360.27   2961.17   1360.85    857.00   302191624   1479.82   2932.52   1481.38    827.60     0.175     0.175 
302191624   1349.72   2937.84   1350.80    835.84   302191628   1486.77   2945.08   1479.92    843.01     0.175     0.175 
302191628   1363.78   2942.03   1360.51    839.04   302191632   1457.17   2920.15   1462.18    817.06     0.175     0.175 
302191632   1341.47   2951.34   1343.98    850.30   302191636   1490.55   2957.53   1485.26    856.18     0.175     0.175 
302191636   1213.79   2945.19   1207.78    841.83   302191640   1320.73   2945.03   1312.64    841.84     0.175     0.175 
302191640   1327.64   2926.90   1318.64    824.79   302191644   1431.70   2930.04   1427.62    826.98     0.175     0.175 
302191644   1329.18   2941.64   1325.09    839.83   302191648   1446.40   2949.98   1436.55    847.86     0.175     0.175 
302191876   1364.54   2631.78   1355.59    475.08   302191880   1473.44   2629.95   1481.29    473.30     0.175     0.175 
302191880   1398.30   2682.36   1408.08    523.52   302191884   1533.41   2636.94   1528.62    478.29     0.175     0.175 
302191884   1374.44   2643.06   1368.88    484.06   302191888   1492.64   2652.91   1492.87    494.12     0.175     0.175 
302191888   1376.86   2677.07   1377.82    517.28   302191892   1475.81   2649.96   1474.51    490.14     0.175     0.175 
302191892   1166.44   2664.22   1166.86    511.13   302191896   1309.27   2688.55   1290.27    535.29     0.175     0.175 
302191896   1308.95   2632.42   1289.62    471.62   302191900   1421.25   2684.32   1414.61    523.63     0.175     0.175 
302191900   1294.56   2684.13   1285.59    523.09   302191904   1413.84   2686.67   1406.07    525.60     0.175     0.175 
302192132   1363.56   2957.23   1367.87    852.31   302192136   1486.54   2935.79   1489.00    830.76     0.175     0.175 
302192136   1357.07   2946.15   1359.46    843.18   302192140   1468.98   2928.66   1467.85    825.62     0.175     0.175 
302192140   1349.97   2947.63   1351.70    846.50   302192144   1469.31   2949.29   1469.03    847.87     0.175     0.175 
302192144   1358.70   2958.28   1356.71    856.31   302192148   1490.98   2952.76   1485.05    851.06     0.175     0.175 
302192148   1212.59   2938.44   1205.76    835.91   302192152   1328.57   2941.88   1323.67    838.80     0.175     0.175 
302192152   1330.81   2938.85   1325.77    834.90   302192156   1439.40   2955.28   1421.11    850.93     0.175     0.175 
302192156   1333.62   2914.26   1315.80    809.66   302192160   1431.62   2940.57   1429.50    835.95     0.175     0.175 
302192388   1329.42   2643.13   1331.06    485.17   302192392   1445.55   2611.49   1449.41    453.29     0.175     0.175 
302192392   1355.42   2648.62   1360.82    489.88   302192396   1468.75   2615.01   1469.11    456.25     0.175     0.175 
302192396   1312.57   2639.31   1312.86    479.74   302192400   1434.81   2624.23   1438.11    464.34     0.175     0.175 
302192400   1324.72   2653.68   1328.73    489.52   302192404   1448.40   2627.06   1444.65    462.70     0.175     0.175 
302192404   1132.12   2639.54   1129.01    481.02   302192408   1253.43   2643.12   1255.60    484.05     0.175     0.175 
302192408   1252.26   2663.20   1254.43    504.85   302192412   1368.63   2655.98   1365.20    497.14     0.175     0.175 
302192412   1242.71   2662.02   1238.29    502.66   302192416   1380.45   2689.56   1371.43    530.26     0.175     0.175 
302192644   1496.13   3147.97   1498.21   1048.14   302192648   1608.21   3140.38   1598.47   1040.82     0.175     0.175 
302192648   1481.62   3092.80   1472.13    994.14   302192652   1609.63   3100.43   1598.84   1001.93     0.175     0.175 
302192652   1483.90   3089.30   1476.02    989.69   302192656   1576.54   3111.97   1573.72   1012.35     0.175     0.175 
302192656   1455.04   3100.93   1451.17   1000.95   302192660   1573.41   3077.41   1577.66    977.09     0.175     0.175 
302192660   1280.47   3094.76   1284.22    992.28   302192664   1401.58   3083.35   1394.65    981.57     0.175     0.175 
302192664   1398.09   3076.33   1391.41    978.21   302192668   1516.19   3080.58   1510.41    982.73     0.175     0.175 
302192668   1426.28   3071.76   1419.53    972.17   302192672   1549.45   3068.94   1547.10    969.21     0.175     0.175 
302192900   1385.57   2638.09   1378.83    477.46   302192904   1481.31   2626.33   1489.59    466.04     0.175     0.175 
302192904   1394.33   2697.19   1400.88    536.73   302192908   1539.93   2661.02   1534.39    500.57     0.175     0.175 
302192908   1378.82   2658.77   1375.45    499.29   302192912   1483.03   2673.33   1477.19    513.27     0.175     0.175 
302192912   1378.74   2675.32   1373.91    514.07   302192916   1486.52   2650.35   1482.61    489.40     0.175     0.175 
302192916   1154.39   2657.30   1151.75    496.58   302192920   1275.75   2659.58   1274.03    498.67     0.175     0.175 
302192920   1271.71   2666.17   1270.41    506.40   302192924   1404.73   2678.87   1398.22    519.30     0.175     0.175 
302192924   1283.18   2670.52   1276.35    510.96   302192928   1398.86   2689.52   1393.06    529.54     0.175     0.175 
302193156   1499.82   3142.47   1503.60   1043.74   302193160   1594.25   3121.76   1591.80   1022.98     0.175     0.175 
302193160   1479.67   3114.41   1475.98   1018.04   302193164   1593.43   3112.76   1585.93   1016.35     0.175     0.175 
302193164   1450.65   3113.34   1447.21   1013.96   302193168   1579.90   3110.16   1576.69   1011.24     0.175     0.175 
302193168   1459.25   3100.38   1454.77   1003.24   302193172   1570.54   3084.57   1573.72    987.36     0.175     0.175 
302193172   1291.85   3084.77   1295.52    987.56   302193176   1406.42   3072.38   1398.36    975.02     0.175     0.175 
302193176   1399.57   3066.79   1390.72    965.52   302193180   1516.18   3076.65   1511.72    974.78     0.175     0.175 
302193180   1418.03   3058.29   1414.63    952.91   302193184   1534.44   3063.43   1530.60    956.79     0.175     0.175 
302193412   1379.34   2639.65   1371.67    479.51   302193416   1479.87   2644.63   1473.17    484.22     0.175     0.175 
302193416   1408.40   2662.93   1399.94    501.01   302193420   1544.84   2661.39   1543.73    499.37     0.175     0.175 
302193420   1366.57   2667.60   1368.55    508.75   302193424   1467.82   2657.20   1463.13    497.50     0.175     0.175 
302193424   1373.10   2673.47   1366.92    513.00   302193428   1495.40   2681.44   1488.16    520.90     0.175     0.175 
302193428   1165.32   2673.64   1159.95    504.19   302193432   1302.58   2675.34   1297.69    506.24     0.175     0.175 
302193432   1300.71   2667.30   1295.83    507.70   302193436   1407.53   2699.18   1400.08    539.01     0.175     0.175 
302193436   1273.73   2687.21   1265.53    529.12   302193440   1393.61   2697.00   1383.34    538.39     0.175     0.175 
302193668   1409.32   2968.50   1399.20    867.66   302193672   1521.70   2979.16   1514.63    878.89     0.175     0.175 
302193672   1392.16   2960.40   1386.07    858.36   302193676   1497.70   2972.94   1489.15    870.75     0.175     0.175 
302193676   1370.82   2963.27   1365.01    859.04   302193680   1484.90   2987.49   1477.88    883.33     0.175     0.175 
302193680   1367.43   2973.02   1357.84    869.87   302193684   1498.18   2983.89   1490.28    880.43     0.175     0.175 
302193684   1216.58   2961.67   1207.66    858.62   302193688   1327.54   2967.05   1317.58    864.11     0.175     0.175 
302193688   1336.67   2945.40   1326.14    839.88   302193692   1456.51   2959.15   1446.61    854.34     0.175     0.175 
302193692   1347.12   2947.93   1337.63    844.28   302193696   1449.84   2957.03   1444.84    852.82     0.175     0.175 
302193924   1340.78   2665.54   1335.86    508.00   302193928   1469.50   2679.97   1459.99    522.84     0.175     0.175 
302193928   1382.74   2669.33   1374.74    508.00   302193932   1496.42   2685.08   1491.50    524.53     0.175     0.175 
302193932   1345.97   2690.95   1341.41    510.56   302193936   1474.83   2692.54   1469.23    512.38     0.175     0.175 
302193936   1373.40   2697.25   1364.52    540.60   302193940   1491.76   2710.87   1482.95    553.58     0.175     0.175 
302193940   1161.54   2704.14   1154.66    542.12   302193944   1287.55   2714.11   1281.41    551.58     0.175     0.175 
302193944   1293.35   2717.37   1285.59    558.12   302193948   1409.79   2730.04   1400.85    571.08     0.175     0.175 
302193948   1269.29   2703.51   1262.49    543.55   302193952   1385.62   2716.21   1379.93    556.48     0.175     0.175 
302194180   1403.60   3001.49   1398.52    897.46   302194184   1504.34   2981.79   1500.23    878.29     0.175     0.175 
302194184   1376.71   2969.09   1373.06    865.12   302194188   1494.42   2984.89   1485.80    880.99     0.175     0.175 
302194188   1359.96   2975.40   1354.93    870.76   302194192   1466.81   2971.65   1462.91    867.63     0.175     0.175 
302194192   1362.29   2970.58   1356.13    867.45   302194196   1484.94   2992.35   1473.89    888.32     0.175     0.175 
302194196   1192.86   2957.15   1180.30    851.99   302194200   1329.71   2972.35   1318.71    867.01     0.175     0.175 
302194200   1345.19   2944.33   1333.48    838.11   302194204   1439.34   2959.36   1429.95    853.06     0.175     0.175 
302194204   1331.20   2952.25   1322.55    849.19   302194208   1464.46   2950.42   1461.65    846.92     0.175     0.175 
302194436   1447.36   2871.96   1443.77    728.73   302194440   1560.98   2878.99   1555.84    736.19     0.175     0.175 
302194440   1478.47   2866.96   1473.46    724.63   302194444   1582.22   2878.25   1575.95    736.34     0.175     0.175 
302194444   1420.00   2865.36   1414.64    721.67   302194448   1538.63   2883.31   1531.15    740.39     0.175     0.175 
302194448   1415.66   2857.23   1408.55    712.99   302194452   1544.83   2870.22   1540.00    725.76     0.175     0.175 
302194452   1234.09   2857.47   1229.24    710.55   302194456   1340.39   2849.57   1341.54    702.31     0.175     0.175 
302194456   1336.51   2858.48   1338.04    713.94   302194460   1464.84   2873.02   1457.64    728.70     0.175     0.175 
302194460   1324.65   2847.47   1316.89    703.66   302194464   1437.42   2862.93   1439.13    719.25     0.175     0.175 
302194692  -1421.88  -1311.23  -1429.93  -2789.75   302194696  -1345.52  -1313.62  -1347.49  -2792.51     0.175     0.175 
302194696  -1403.38  -1318.25  -1404.49  -2796.84   302194700  -1326.58  -1315.82  -1330.37  -2794.45     0.175     0.175 
302194700  -1332.79  -1303.46  -1336.31  -2781.75   302194704  -1263.15  -1304.93  -1259.43  -2782.59     0.175     0.175 
302194704  -1459.72  -1303.78  -1456.45  -2782.03   302194708  -1365.52  -1319.50  -1375.12  -2797.50     0.175     0.175 
302194708  -1445.70  -1336.48  -1453.86  -2814.28   302194712  -1368.75  -1322.37  -1371.66  -2800.25     0.175     0.175 
302194712  -1461.06  -1335.24  -1466.89  -2812.52   302194716  -1365.78  -1322.82  -1372.86  -2800.74     0.175     0.175 
302194716  -1453.75  -1342.30  -1460.55  -2819.40   302194720  -1385.65  -1361.78  -1372.75  -2838.89     0.175     0.175 
302189060  -1461.68   -913.19  -1467.58  -2649.57   302189064  -1372.51   -919.57  -1368.13  -2655.88     0.175     0.175 
302189064  -1454.49   -881.68  -1450.44  -2617.04   302189068  -1363.48   -906.99  -1362.17  -2642.64     0.175     0.175 
